Student_ID,Name,Gender,Age,Education_Level,Employment_Status,Device_Type,Internet_Connection_Quality,Enrollment_Date,Payment_Mode,ZAge Group
"STU128069","Pooja Joshi","Male",28,"Bachelor","Employed","Mobile","Medium",2025-09-21 00:00:00.000,"Scholarship","25-29"
"STU128610","Sneha Bose","Male",28,"Bachelor","Employed","Mobile","Medium",2025-03-16 00:00:00.000,"Scholarship","25-29"
"STU128671","Isha Verma","Male",28,"Bachelor","Employed","Mobile","Medium",2025-07-24 00:00:00.000,"UPI","25-29"
"STU129356","Krishna Gupta","Male",28,"Bachelor","Employed","Mobile","Medium",2025-07-19 00:00:00.000,"UPI","25-29"
"STU129959","Aditya Kumar","Male",28,"Bachelor","Employed","Mobile","Medium",2025-06-11 00:00:00.000,"NetBanking","25-29"
"STU130316","Sneha Bhardwaj","Male",28,"Bachelor","Employed","Mobile","Medium",2024-11-22 00:00:00.000,"Debit Card","25-29"
"STU130365","Ritika Reddy","Male",28,"Bachelor","Employed","Mobile","Medium",2024-10-25 00:00:00.000,"Scholarship","25-29"
"STU130596","Sai Shah","Male",28,"Bachelor","Employed","Mobile","Medium",2025-02-22 00:00:00.000,"Free","25-29"
"STU131151","Ananya Bhardwaj","Male",28,"Bachelor","Employed","Mobile","Medium",2025-01-05 00:00:00.000,"Scholarship","25-29"
"STU131280","Vivaan Joshi","Male",28,"Bachelor","Employed","Mobile","Medium",2025-07-16 00:00:00.000,"Scholarship","25-29"
"STU131338","Neha Desai","Male",28,"Bachelor","Employed","Mobile","Medium",2025-07-11 00:00:00.000,"Free","25-29"
"STU132024","Aditya Desai","Male",28,"Bachelor","Employed","Mobile","Medium",2024-02-16 00:00:00.000,"Scholarship","25-29"
"STU132139","Priya Verma","Male",28,"Bachelor","Employed","Mobile","Medium",2024-10-27 00:00:00.000,"Debit Card","25-29"
"STU132283","Krishna Verma","Male",28,"Bachelor","Employed","Mobile","Medium",2024-10-29 00:00:00.000,"UPI","25-29"
"STU132703","Vivaan Nair","Male",28,"Bachelor","Employed","Mobile","Medium",2025-05-05 00:00:00.000,"Credit Card","25-29"
"STU133212","Kavya Gupta","Male",28,"Bachelor","Employed","Mobile","Medium",2023-11-02 00:00:00.000,"Credit Card","25-29"
"STU133412","Sakshi Sharma","Male",28,"Bachelor","Employed","Mobile","Medium",2025-07-09 00:00:00.000,"Free","25-29"
"STU133672","Arjun Singh","Male",28,"Bachelor","Employed","Mobile","Medium",2025-05-28 00:00:00.000,"UPI","25-29"
"STU134678","Meera Joshi","Male",28,"Bachelor","Employed","Mobile","Medium",2025-02-08 00:00:00.000,"Debit Card","25-29"
"STU135275","Aditya Desai","Male",28,"Bachelor","Employed","Mobile","Medium",2024-12-16 00:00:00.000,"Free","25-29"
"STU135577","Rohan Bhardwaj","Male",28,"Bachelor","Employed","Mobile","Medium",2024-01-03 00:00:00.000,"UPI","25-29"
"STU135914","Aarav Gupta","Male",28,"Bachelor","Employed","Mobile","Medium",2025-04-13 00:00:00.000,"NetBanking","25-29"
"STU137155","Isha Desai","Male",28,"Bachelor","Employed","Mobile","Medium",2024-11-08 00:00:00.000,"Free","25-29"
"STU137669","Nikhil Kumar","Male",28,"Bachelor","Employed","Mobile","Medium",2023-10-26 00:00:00.000,"Free","25-29"
"STU138046","Priya Patel","Male",28,"Bachelor","Employed","Mobile","Medium",2023-12-11 00:00:00.000,"NetBanking","25-29"
"STU138236","Aditya Joshi","Male",28,"Bachelor","Employed","Mobile","Medium",2025-07-09 00:00:00.000,"Debit Card","25-29"
"STU138566","Rahul Nair","Male",28,"Bachelor","Employed","Mobile","Medium",2024-08-25 00:00:00.000,"UPI","25-29"
"STU139744","Neha Desai","Male",28,"Bachelor","Employed","Mobile","Medium",2023-12-04 00:00:00.000,"Scholarship","25-29"
"STU139815","Ritika Desai","Male",28,"Bachelor","Employed","Mobile","Medium",2024-03-29 00:00:00.000,"Credit Card","25-29"
"STU141585","Ritika Gupta","Male",28,"Bachelor","Employed","Mobile","Medium",2025-10-03 00:00:00.000,"Debit Card","25-29"
"STU142433","Vihaan Iyer","Male",28,"Bachelor","Employed","Mobile","Medium",2025-01-07 00:00:00.000,"Debit Card","25-29"
"STU142744","Rohan Bose","Male",28,"Bachelor","Employed","Mobile","Medium",2024-03-12 00:00:00.000,"Scholarship","25-29"
"STU143008","Rahul Joshi","Male",28,"Bachelor","Employed","Mobile","Medium",2025-05-17 00:00:00.000,"Scholarship","25-29"
"STU144529","Nikhil Iyer","Male",28,"Bachelor","Employed","Mobile","Medium",2024-01-26 00:00:00.000,"Credit Card","25-29"
"STU144927","Rohan Patel","Male",28,"Bachelor","Employed","Mobile","Medium",2024-11-13 00:00:00.000,"UPI","25-29"
"STU144947","Sneha Kumar","Male",28,"Bachelor","Employed","Mobile","Medium",2024-02-20 00:00:00.000,"Debit Card","25-29"
"STU145064","Rahul Desai","Male",28,"Bachelor","Employed","Mobile","Medium",2024-11-21 00:00:00.000,"Debit Card","25-29"
"STU145448","Sakshi Nair","Male",28,"Bachelor","Employed","Mobile","Medium",2024-08-27 00:00:00.000,"UPI","25-29"
"STU145690","Kavya Verma","Male",28,"Bachelor","Employed","Mobile","Medium",2023-11-21 00:00:00.000,"Free","25-29"
"STU146378","Meera Kumar","Male",28,"Bachelor","Employed","Mobile","Medium",2025-02-15 00:00:00.000,"Free","25-29"
"STU147375","Ananya Reddy","Male",28,"Bachelor","Employed","Mobile","Medium",2024-11-11 00:00:00.000,"UPI","25-29"
"STU148669","Krishna Bose","Male",28,"Bachelor","Employed","Mobile","Medium",2023-11-16 00:00:00.000,"NetBanking","25-29"
"STU148891","Nikhil Sharma","Male",28,"Bachelor","Employed","Mobile","Medium",2024-06-23 00:00:00.000,"UPI","25-29"
"STU149384","Pooja Bose","Male",28,"Bachelor","Employed","Mobile","Medium",2024-07-19 00:00:00.000,"Free","25-29"
"STU149750","Sneha Iyer","Male",28,"Bachelor","Employed","Mobile","Medium",2024-10-12 00:00:00.000,"Free","25-29"
"STU150617","Vihaan Kumar","Male",28,"Bachelor","Employed","Mobile","Medium",2024-10-11 00:00:00.000,"Debit Card","25-29"
"STU151770","Ananya Gupta","Male",28,"Bachelor","Employed","Mobile","Medium",2024-11-22 00:00:00.000,"Scholarship","25-29"
"STU151888","Kavya Joshi","Male",28,"Bachelor","Employed","Mobile","Medium",2024-02-11 00:00:00.000,"UPI","25-29"
"STU152168","Neha Nair","Male",28,"Bachelor","Employed","Mobile","Medium",2024-07-14 00:00:00.000,"Free","25-29"
"STU153363","Aditya Verma","Male",28,"Bachelor","Employed","Mobile","Medium",2024-01-24 00:00:00.000,"Debit Card","25-29"
"STU154023","Rahul Iyer","Male",28,"Bachelor","Employed","Mobile","Medium",2023-12-05 00:00:00.000,"NetBanking","25-29"
"STU154069","Priya Shah","Male",28,"Bachelor","Employed","Mobile","Medium",2023-10-31 00:00:00.000,"Debit Card","25-29"
"STU154148","Meera Nair","Male",28,"Bachelor","Employed","Mobile","Medium",2025-01-05 00:00:00.000,"Debit Card","25-29"
"STU154380","Meera Bhardwaj","Male",28,"Bachelor","Employed","Mobile","Medium",2025-05-24 00:00:00.000,"Free","25-29"
"STU155011","Neha Desai","Male",28,"Bachelor","Employed","Mobile","Medium",2024-02-27 00:00:00.000,"Credit Card","25-29"
"STU155073","Arjun Nair","Male",28,"Bachelor","Employed","Mobile","Medium",2025-09-09 00:00:00.000,"Debit Card","25-29"
"STU155610","Neha Gupta","Male",28,"Bachelor","Employed","Mobile","Medium",2023-12-14 00:00:00.000,"Scholarship","25-29"
"STU155912","Priya Shah","Male",28,"Bachelor","Employed","Mobile","Medium",2023-11-06 00:00:00.000,"NetBanking","25-29"
"STU156138","Sakshi Nair","Male",28,"Bachelor","Employed","Mobile","Medium",2024-02-22 00:00:00.000,"Scholarship","25-29"
"STU156349","Sneha Mehta","Male",28,"Bachelor","Employed","Mobile","Medium",2025-03-19 00:00:00.000,"UPI","25-29"
"STU156589","Isha Patel","Male",28,"Bachelor","Employed","Mobile","Medium",2023-10-18 00:00:00.000,"UPI","25-29"
"STU156900","Sakshi Singh","Male",28,"Bachelor","Employed","Mobile","Medium",2025-05-08 00:00:00.000,"Free","25-29"
"STU157467","Isha Bose","Male",28,"Bachelor","Employed","Mobile","Medium",2024-03-20 00:00:00.000,"Free","25-29"
"STU157597","Meera Shah","Male",28,"Bachelor","Employed","Mobile","Medium",2023-12-22 00:00:00.000,"Credit Card","25-29"
"STU158049","Rohan Bhardwaj","Male",28,"Bachelor","Employed","Mobile","Medium",2025-01-19 00:00:00.000,"Free","25-29"
"STU158477","Neha Desai","Male",28,"Bachelor","Employed","Mobile","Medium",2025-08-17 00:00:00.000,"Scholarship","25-29"
"STU159236","Ritika Nair","Male",28,"Bachelor","Employed","Mobile","Medium",2024-10-07 00:00:00.000,"Free","25-29"
"STU160185","Meera Shah","Male",28,"Bachelor","Employed","Mobile","Medium",2025-01-05 00:00:00.000,"Credit Card","25-29"
"STU160216","Neha Kumar","Male",28,"Bachelor","Employed","Mobile","Medium",2023-12-14 00:00:00.000,"UPI","25-29"
"STU160325","Krishna Nair","Male",28,"Bachelor","Employed","Mobile","Medium",2025-09-01 00:00:00.000,"Free","25-29"
"STU160461","Rahul Bose","Male",28,"Bachelor","Employed","Mobile","Medium",2023-12-08 00:00:00.000,"Free","25-29"
"STU161295","Krishna Patel","Male",28,"Bachelor","Employed","Mobile","Medium",2025-07-31 00:00:00.000,"Free","25-29"
"STU162708","Ritika Reddy","Male",28,"Bachelor","Employed","Mobile","Medium",2024-05-02 00:00:00.000,"Credit Card","25-29"
"STU162798","Priya Nair","Male",28,"Bachelor","Employed","Mobile","Medium",2024-03-30 00:00:00.000,"Free","25-29"
"STU163015","Sneha Singh","Male",28,"Bachelor","Employed","Mobile","Medium",2024-05-14 00:00:00.000,"Scholarship","25-29"
"STU163438","Rahul Joshi","Male",28,"Bachelor","Employed","Mobile","Medium",2024-08-10 00:00:00.000,"NetBanking","25-29"
"STU164317","Isha Joshi","Male",28,"Bachelor","Employed","Mobile","Medium",2024-09-26 00:00:00.000,"UPI","25-29"
"STU165332","Ananya Singh","Male",28,"Bachelor","Employed","Mobile","Medium",2025-02-23 00:00:00.000,"Free","25-29"
"STU166467","Aarav Shah","Male",28,"Bachelor","Employed","Mobile","Medium",2025-03-07 00:00:00.000,"Free","25-29"
"STU166894","Rahul Desai","Male",28,"Bachelor","Employed","Mobile","Medium",2024-06-26 00:00:00.000,"Scholarship","25-29"
"STU167447","Rohan Sharma","Male",28,"Bachelor","Employed","Mobile","Medium",2025-01-15 00:00:00.000,"Free","25-29"
"STU168486","Nikhil Shah","Male",28,"Bachelor","Employed","Mobile","Medium",2024-08-02 00:00:00.000,"UPI","25-29"
"STU168878","Priya Verma","Male",28,"Bachelor","Employed","Mobile","Medium",2024-03-31 00:00:00.000,"UPI","25-29"
"STU169001","Arjun Kumar","Male",28,"Bachelor","Employed","Mobile","Medium",2024-02-17 00:00:00.000,"Free","25-29"
"STU169724","Sneha Sharma","Male",28,"Bachelor","Employed","Mobile","Medium",2025-09-29 00:00:00.000,"Scholarship","25-29"
"STU169778","Vivaan Reddy","Male",28,"Bachelor","Employed","Mobile","Medium",2025-01-14 00:00:00.000,"Free","25-29"
"STU170006","Vivaan Joshi","Male",28,"Bachelor","Employed","Mobile","Medium",2024-12-08 00:00:00.000,"Credit Card","25-29"
"STU170155","Neha Gupta","Male",28,"Bachelor","Employed","Mobile","Medium",2024-12-17 00:00:00.000,"Debit Card","25-29"
"STU171145","Kavya Iyer","Male",28,"Bachelor","Employed","Mobile","Medium",2024-04-28 00:00:00.000,"UPI","25-29"
"STU171561","Krishna Bose","Male",28,"Bachelor","Employed","Mobile","Medium",2025-01-12 00:00:00.000,"UPI","25-29"
"STU171755","Ritika Desai","Male",28,"Bachelor","Employed","Mobile","Medium",2025-07-17 00:00:00.000,"Debit Card","25-29"
"STU171787","Meera Bose","Male",28,"Bachelor","Employed","Mobile","Medium",2024-12-25 00:00:00.000,"Debit Card","25-29"
"STU172323","Rahul Bose","Male",28,"Bachelor","Employed","Mobile","Medium",2024-01-28 00:00:00.000,"Free","25-29"
"STU172618","Meera Gupta","Male",28,"Bachelor","Employed","Mobile","Medium",2024-04-23 00:00:00.000,"UPI","25-29"
"STU172859","Sakshi Nair","Male",28,"Bachelor","Employed","Mobile","Medium",2024-11-13 00:00:00.000,"Credit Card","25-29"
"STU173863","Arjun Bhardwaj","Male",28,"Bachelor","Employed","Mobile","Medium",2024-06-04 00:00:00.000,"Free","25-29"
"STU174813","Ananya Singh","Male",28,"Bachelor","Employed","Mobile","Medium",2024-11-16 00:00:00.000,"Scholarship","25-29"
"STU175283","Sakshi Verma","Male",28,"Bachelor","Employed","Mobile","Medium",2025-04-04 00:00:00.000,"UPI","25-29"
"STU175779","Rahul Kumar","Male",28,"Bachelor","Employed","Mobile","Medium",2025-06-02 00:00:00.000,"Free","25-29"
"STU176166","Krishna Bose","Male",28,"Bachelor","Employed","Mobile","Medium",2023-12-04 00:00:00.000,"UPI","25-29"
"STU177720","Aarav Iyer","Male",28,"Bachelor","Employed","Mobile","Medium",2025-08-24 00:00:00.000,"UPI","25-29"
"STU177783","Rohan Desai","Male",28,"Bachelor","Employed","Mobile","Medium",2025-09-13 00:00:00.000,"UPI","25-29"
"STU179017","Meera Sharma","Male",28,"Bachelor","Employed","Mobile","Medium",2025-01-23 00:00:00.000,"UPI","25-29"
"STU179109","Nikhil Joshi","Male",28,"Bachelor","Employed","Mobile","Medium",2024-09-29 00:00:00.000,"Scholarship","25-29"
"STU179264","Sai Bose","Male",28,"Bachelor","Employed","Mobile","Medium",2025-09-11 00:00:00.000,"UPI","25-29"
"STU179481","Aarav Iyer","Male",28,"Bachelor","Employed","Mobile","Medium",2025-08-08 00:00:00.000,"Debit Card","25-29"
"STU180137","Rohan Iyer","Male",28,"Bachelor","Employed","Mobile","Medium",2025-07-16 00:00:00.000,"Credit Card","25-29"
"STU180188","Isha Desai","Male",28,"Bachelor","Employed","Mobile","Medium",2025-01-27 00:00:00.000,"UPI","25-29"
"STU180208","Vivaan Reddy","Male",28,"Bachelor","Employed","Mobile","Medium",2023-11-21 00:00:00.000,"Free","25-29"
"STU180267","Krishna Desai","Male",28,"Bachelor","Employed","Mobile","Medium",2024-10-17 00:00:00.000,"Scholarship","25-29"
"STU182102","Krishna Bose","Male",28,"Bachelor","Employed","Mobile","Medium",2025-04-30 00:00:00.000,"UPI","25-29"
"STU182908","Sneha Singh","Male",28,"Bachelor","Employed","Mobile","Medium",2024-03-02 00:00:00.000,"Credit Card","25-29"
"STU182990","Rohan Patel","Male",28,"Bachelor","Employed","Mobile","Medium",2024-07-14 00:00:00.000,"UPI","25-29"
"STU183433","Nikhil Nair","Male",28,"Bachelor","Employed","Mobile","Medium",2024-07-22 00:00:00.000,"UPI","25-29"
"STU184088","Pooja Joshi","Male",28,"Bachelor","Employed","Mobile","Medium",2025-01-08 00:00:00.000,"Debit Card","25-29"
"STU184138","Sakshi Nair","Male",28,"Bachelor","Employed","Mobile","Medium",2024-07-22 00:00:00.000,"Credit Card","25-29"
"STU185906","Rahul Gupta","Male",28,"Bachelor","Employed","Mobile","Medium",2025-06-18 00:00:00.000,"UPI","25-29"
"STU185936","Ritika Bhardwaj","Male",28,"Bachelor","Employed","Mobile","Medium",2024-07-22 00:00:00.000,"Scholarship","25-29"
"STU187328","Aarav Singh","Male",28,"Bachelor","Employed","Mobile","Medium",2025-05-04 00:00:00.000,"Debit Card","25-29"
"STU188819","Rohan Joshi","Male",28,"Bachelor","Employed","Mobile","Medium",2023-11-29 00:00:00.000,"Debit Card","25-29"
"STU189408","Kavya Reddy","Male",28,"Bachelor","Employed","Mobile","Medium",2025-08-18 00:00:00.000,"UPI","25-29"
"STU189517","Sakshi Nair","Male",28,"Bachelor","Employed","Mobile","Medium",2023-10-27 00:00:00.000,"Free","25-29"
"STU189667","Sai Verma","Male",28,"Bachelor","Employed","Mobile","Medium",2024-11-07 00:00:00.000,"Debit Card","25-29"
"STU189704","Kavya Singh","Male",28,"Bachelor","Employed","Mobile","Medium",2024-12-13 00:00:00.000,"Free","25-29"
"STU189964","Krishna Shah","Male",28,"Bachelor","Employed","Mobile","Medium",2024-02-25 00:00:00.000,"UPI","25-29"
"STU190030","Sakshi Desai","Male",28,"Bachelor","Employed","Mobile","Medium",2025-03-09 00:00:00.000,"Credit Card","25-29"
"STU191266","Vivaan Bose","Male",28,"Bachelor","Employed","Mobile","Medium",2024-11-30 00:00:00.000,"NetBanking","25-29"
"STU191373","Pooja Reddy","Male",28,"Bachelor","Employed","Mobile","Medium",2024-09-15 00:00:00.000,"Free","25-29"
"STU191424","Sai Kumar","Male",28,"Bachelor","Employed","Mobile","Medium",2024-12-28 00:00:00.000,"Free","25-29"
"STU191894","Arjun Nair","Male",28,"Bachelor","Employed","Mobile","Medium",2025-01-26 00:00:00.000,"Debit Card","25-29"
"STU192100","Vihaan Iyer","Male",28,"Bachelor","Employed","Mobile","Medium",2025-01-07 00:00:00.000,"NetBanking","25-29"
"STU192660","Vihaan Sharma","Male",28,"Bachelor","Employed","Mobile","Medium",2025-09-29 00:00:00.000,"Free","25-29"
"STU192835","Kavya Shah","Male",28,"Bachelor","Employed","Mobile","Medium",2025-05-01 00:00:00.000,"NetBanking","25-29"
"STU192903","Rahul Bhardwaj","Male",28,"Bachelor","Employed","Mobile","Medium",2024-03-06 00:00:00.000,"Scholarship","25-29"
"STU192908","Aarav Shah","Male",28,"Bachelor","Employed","Mobile","Medium",2024-05-17 00:00:00.000,"Scholarship","25-29"
"STU193024","Neha Sharma","Male",28,"Bachelor","Employed","Mobile","Medium",2024-06-18 00:00:00.000,"UPI","25-29"
"STU193053","Rohan Bose","Male",28,"Bachelor","Employed","Mobile","Medium",2025-02-07 00:00:00.000,"Scholarship","25-29"
"STU193458","Vivaan Patel","Male",28,"Bachelor","Employed","Mobile","Medium",2023-12-25 00:00:00.000,"Scholarship","25-29"
"STU193529","Sai Joshi","Male",28,"Bachelor","Employed","Mobile","Medium",2024-06-14 00:00:00.000,"Credit Card","25-29"
"STU193788","Aarav Shah","Male",28,"Bachelor","Employed","Mobile","Medium",2025-03-22 00:00:00.000,"Free","25-29"
"STU194233","Krishna Iyer","Male",28,"Bachelor","Employed","Mobile","Medium",2024-07-02 00:00:00.000,"Free","25-29"
"STU194423","Ananya Bose","Male",28,"Bachelor","Employed","Mobile","Medium",2023-11-19 00:00:00.000,"UPI","25-29"
"STU194427","Rohan Nair","Male",28,"Bachelor","Employed","Mobile","Medium",2024-07-22 00:00:00.000,"UPI","25-29"
"STU194959","Nikhil Gupta","Male",28,"Bachelor","Employed","Mobile","Medium",2024-08-26 00:00:00.000,"NetBanking","25-29"
"STU195390","Meera Desai","Male",28,"Bachelor","Employed","Mobile","Medium",2023-12-30 00:00:00.000,"UPI","25-29"
"STU195664","Rahul Bose","Male",28,"Bachelor","Employed","Mobile","Medium",2023-12-16 00:00:00.000,"Free","25-29"
"STU196108","Pooja Iyer","Male",28,"Bachelor","Employed","Mobile","Medium",2024-08-24 00:00:00.000,"NetBanking","25-29"
"STU197016","Aditya Patel","Male",28,"Bachelor","Employed","Mobile","Medium",2025-07-15 00:00:00.000,"Debit Card","25-29"
"STU197045","Sneha Desai","Male",28,"Bachelor","Employed","Mobile","Medium",2025-09-25 00:00:00.000,"UPI","25-29"
"STU197442","Priya Nair","Male",28,"Bachelor","Employed","Mobile","Medium",2025-01-29 00:00:00.000,"Free","25-29"
"STU197765","Ananya Gupta","Male",28,"Bachelor","Employed","Mobile","Medium",2024-01-26 00:00:00.000,"NetBanking","25-29"
"STU198454","Sakshi Reddy","Male",28,"Bachelor","Employed","Mobile","Medium",2024-09-22 00:00:00.000,"UPI","25-29"
"STU199203","Meera Verma","Male",28,"Bachelor","Employed","Mobile","Medium",2024-11-09 00:00:00.000,"Scholarship","25-29"
"STU199723","Kavya Mehta","Male",28,"Bachelor","Employed","Mobile","Medium",2024-01-21 00:00:00.000,"NetBanking","25-29"
"STU100128","Rohan Kumar","Male",29,"Bachelor","Employed","Mobile","Medium",2024-08-04 00:00:00.000,"NetBanking","25-29"
"STU100345","Nikhil Desai","Male",29,"Bachelor","Employed","Mobile","Medium",2025-05-17 00:00:00.000,"Scholarship","25-29"
"STU101543","Rahul Singh","Male",29,"Bachelor","Employed","Mobile","Medium",2025-09-21 00:00:00.000,"Free","25-29"
"STU101793","Krishna Verma","Male",29,"Bachelor","Employed","Mobile","Medium",2024-07-24 00:00:00.000,"UPI","25-29"
"STU102157","Ananya Mehta","Male",29,"Bachelor","Employed","Mobile","Medium",2024-04-13 00:00:00.000,"UPI","25-29"
"STU102442","Rohan Shah","Male",29,"Bachelor","Employed","Mobile","Medium",2023-10-18 00:00:00.000,"NetBanking","25-29"
"STU102582","Aditya Desai","Male",29,"Bachelor","Employed","Mobile","Medium",2025-08-12 00:00:00.000,"Scholarship","25-29"
"STU102743","Priya Verma","Male",29,"Bachelor","Employed","Mobile","Medium",2025-02-01 00:00:00.000,"Free","25-29"
"STU102894","Ritika Shah","Male",29,"Bachelor","Employed","Mobile","Medium",2024-12-22 00:00:00.000,"Scholarship","25-29"
"STU103086","Priya Desai","Male",29,"Bachelor","Employed","Mobile","Medium",2025-09-06 00:00:00.000,"UPI","25-29"
"STU103658","Kavya Patel","Male",29,"Bachelor","Employed","Mobile","Medium",2025-05-19 00:00:00.000,"Debit Card","25-29"
"STU103953","Sneha Sharma","Male",29,"Bachelor","Employed","Mobile","Medium",2024-08-28 00:00:00.000,"NetBanking","25-29"
"STU105502","Rohan Kumar","Male",29,"Bachelor","Employed","Mobile","Medium",2025-06-08 00:00:00.000,"Debit Card","25-29"
"STU106025","Krishna Gupta","Male",29,"Bachelor","Employed","Mobile","Medium",2023-10-20 00:00:00.000,"Debit Card","25-29"
"STU106630","Rohan Desai","Male",29,"Bachelor","Employed","Mobile","Medium",2024-05-16 00:00:00.000,"UPI","25-29"
"STU106682","Sneha Nair","Male",29,"Bachelor","Employed","Mobile","Medium",2023-11-16 00:00:00.000,"Credit Card","25-29"
"STU106960","Kavya Singh","Male",29,"Bachelor","Employed","Mobile","Medium",2024-08-03 00:00:00.000,"Debit Card","25-29"
"STU107218","Arjun Singh","Male",29,"Bachelor","Employed","Mobile","Medium",2024-10-26 00:00:00.000,"Scholarship","25-29"
"STU107680","Aditya Gupta","Male",29,"Bachelor","Employed","Mobile","Medium",2024-08-06 00:00:00.000,"Free","25-29"
"STU107913","Meera Gupta","Male",29,"Bachelor","Employed","Mobile","Medium",2024-04-14 00:00:00.000,"NetBanking","25-29"
"STU108198","Vivaan Bose","Male",29,"Bachelor","Employed","Mobile","Medium",2024-09-14 00:00:00.000,"Scholarship","25-29"
"STU109648","Vivaan Singh","Male",29,"Bachelor","Employed","Mobile","Medium",2025-09-09 00:00:00.000,"NetBanking","25-29"
"STU110125","Pooja Iyer","Male",29,"Bachelor","Employed","Mobile","Medium",2025-08-20 00:00:00.000,"Scholarship","25-29"
"STU111101","Aditya Shah","Male",29,"Bachelor","Employed","Mobile","Medium",2024-01-20 00:00:00.000,"Scholarship","25-29"
"STU111243","Aarav Sharma","Male",29,"Bachelor","Employed","Mobile","Medium",2024-05-25 00:00:00.000,"NetBanking","25-29"
"STU111720","Vihaan Bhardwaj","Male",29,"Bachelor","Employed","Mobile","Medium",2023-12-04 00:00:00.000,"Scholarship","25-29"
"STU111804","Aarav Gupta","Male",29,"Bachelor","Employed","Mobile","Medium",2024-12-29 00:00:00.000,"UPI","25-29"
"STU112846","Rahul Shah","Male",29,"Bachelor","Employed","Mobile","Medium",2024-04-27 00:00:00.000,"Debit Card","25-29"
"STU112982","Aditya Shah","Male",29,"Bachelor","Employed","Mobile","Medium",2025-03-20 00:00:00.000,"Credit Card","25-29"
"STU113456","Rohan Joshi","Male",29,"Bachelor","Employed","Mobile","Medium",2025-07-28 00:00:00.000,"UPI","25-29"
"STU113491","Neha Singh","Male",29,"Bachelor","Employed","Mobile","Medium",2024-09-10 00:00:00.000,"Debit Card","25-29"
"STU114878","Sakshi Nair","Male",29,"Bachelor","Employed","Mobile","Medium",2024-07-23 00:00:00.000,"Credit Card","25-29"
"STU115230","Rohan Gupta","Male",29,"Bachelor","Employed","Mobile","Medium",2025-01-02 00:00:00.000,"UPI","25-29"
"STU115590","Vihaan Sharma","Male",29,"Bachelor","Employed","Mobile","Medium",2024-09-14 00:00:00.000,"Debit Card","25-29"
"STU115896","Sneha Nair","Male",29,"Bachelor","Employed","Mobile","Medium",2024-08-25 00:00:00.000,"NetBanking","25-29"
"STU116124","Ananya Desai","Male",29,"Bachelor","Employed","Mobile","Medium",2024-09-26 00:00:00.000,"UPI","25-29"
"STU116610","Priya Nair","Male",29,"Bachelor","Employed","Mobile","Medium",2024-02-05 00:00:00.000,"Debit Card","25-29"
"STU116817","Krishna Reddy","Male",29,"Bachelor","Employed","Mobile","Medium",2025-01-13 00:00:00.000,"Credit Card","25-29"
"STU117150","Aarav Iyer","Male",29,"Bachelor","Employed","Mobile","Medium",2024-04-03 00:00:00.000,"Free","25-29"
"STU117566","Neha Shah","Male",29,"Bachelor","Employed","Mobile","Medium",2025-09-19 00:00:00.000,"Credit Card","25-29"
"STU117977","Vivaan Bhardwaj","Male",29,"Bachelor","Employed","Mobile","Medium",2023-11-06 00:00:00.000,"UPI","25-29"
"STU118160","Kavya Reddy","Male",29,"Bachelor","Employed","Mobile","Medium",2024-06-18 00:00:00.000,"Free","25-29"
"STU118657","Aarav Iyer","Male",29,"Bachelor","Employed","Mobile","Medium",2025-09-03 00:00:00.000,"UPI","25-29"
"STU119230","Sneha Bhardwaj","Male",29,"Bachelor","Employed","Mobile","Medium",2025-04-01 00:00:00.000,"Scholarship","25-29"
"STU119602","Vihaan Iyer","Male",29,"Bachelor","Employed","Mobile","Medium",2024-11-12 00:00:00.000,"Scholarship","25-29"
"STU120065","Ritika Sharma","Male",29,"Bachelor","Employed","Mobile","Medium",2023-11-05 00:00:00.000,"UPI","25-29"
"STU120110","Neha Sharma","Male",29,"Bachelor","Employed","Mobile","Medium",2023-11-04 00:00:00.000,"Free","25-29"
"STU120737","Pooja Verma","Male",29,"Bachelor","Employed","Mobile","Medium",2024-08-21 00:00:00.000,"Free","25-29"
"STU121498","Priya Nair","Male",29,"Bachelor","Employed","Mobile","Medium",2024-04-07 00:00:00.000,"Free","25-29"
"STU121556","Sneha Mehta","Male",29,"Bachelor","Employed","Mobile","Medium",2023-10-20 00:00:00.000,"UPI","25-29"
"STU121616","Ritika Bhardwaj","Male",29,"Bachelor","Employed","Mobile","Medium",2023-11-05 00:00:00.000,"Credit Card","25-29"
"STU122238","Meera Nair","Male",29,"Bachelor","Employed","Mobile","Medium",2024-09-02 00:00:00.000,"UPI","25-29"
"STU122451","Ananya Bose","Male",29,"Bachelor","Employed","Mobile","Medium",2025-04-20 00:00:00.000,"Debit Card","25-29"
"STU122718","Neha Bose","Male",29,"Bachelor","Employed","Mobile","Medium",2025-09-03 00:00:00.000,"Free","25-29"
"STU123027","Sakshi Mehta","Male",29,"Bachelor","Employed","Mobile","Medium",2025-03-27 00:00:00.000,"UPI","25-29"
"STU123457","Priya Bhardwaj","Male",29,"Bachelor","Employed","Mobile","Medium",2025-07-06 00:00:00.000,"Credit Card","25-29"
"STU125792","Meera Mehta","Male",29,"Bachelor","Employed","Mobile","Medium",2024-03-11 00:00:00.000,"Scholarship","25-29"
"STU126120","Ananya Kumar","Male",29,"Bachelor","Employed","Mobile","Medium",2024-08-26 00:00:00.000,"UPI","25-29"
